	date	title	link
1567	2005-12-20	Родина помнит, Родина знает — гражданство России можно будет получить еще в течение двух лет	file:///news/2005-12-18/227870-rodina_pomnit_rodina_znaet_grazhdanstvo_rossii_mozhno_budet_poluchit_esche_v_techenie_dvuh_let
1568	2005-12-18	Российские авиаторы внесли свой вклад в борьбу с преступностью в Латинской Америке	file:///news/2005-12-17/227830-rossiyskie_aviatory_vnesli_svoy_vklad_v_borbu_s_prestupnostyu_v_latinskoy_amerike
1569	2005-12-17	В разных частях земного шара отмечают 65-летие со дня рождения киноактера Брюса Ли	file:///news/2005-11-28/227236-v_raznyh_chastyah_zemnogo_shara_otmechayut_65_letie_so_dnya_rozhdeniya_kinoaktera_bryusa_li
1570	2005-11-28	Возвращение на родину шедевров живописи из собрания Пушкинского Музея	file:///news/2005-11-21/227003-vozvraschenie_na_rodinu_shedevrov_zhivopisi_iz_sobraniya_pushkinskogo_muzeya
1571	2005-11-21	Коллекция картин из собрания Пушкинского музея искусств возвращается из Швейцарии на Родину	file:///news/2005-11-21/226991-kollektsiya_kartin_iz_sobraniya_pushkinskogo_muzeya_iskusstv_vozvraschaetsya_iz_shveytsarii_na_rodinu
1572	2005-11-21	Стало известно о кончине Марины Деникиной — дочери генерала царской армии Антона Деникина	file:///news/2005-11-17/226886-stalo_izvestno_o_konchine_mariny_denikinoy_docheri_generala_tsarskoy_armii_antona_denikina
1573	2005-11-17	За взрывами в Аммане стоит «Аль-Каида» и лично Абу-Мусаб Аз-Заркауи	file:///news/2005-11-10/226661-za_vzryvami_v_ammane_stoit_al_kaida_i_lichno_abu_musab_az_zarkaui
1574	2005-11-10	Реликвии Победы. Сабли Минина и Пожарского скоро увидят на родине народного ополчения	file:///news/2005-10-31/230227-relikvii_pobedy_sabli_minina_i_pozharskogo_skoro_uvidyat_na_rodine_narodnogo_opolcheniya
1575	2005-10-31	Минюст России будет добиваться выдачи Виталия Калоева для отбывания наказания на Родине	file:///news/2005-10-27/230090-minyust_rossii_budet_dobivatsya_vydachi_vitaliya_kaloeva_dlya_otbyvaniya_nakazaniya_na_rodine
1576	2005-10-27	Виталий Калоев может отбывать наказание на родине	file:///news/2005-10-27/230075-vitaliy_kaloev_mozhet_otbyvat_nakazanie_na_rodine
1577	2005-10-27	Беспрецедентное событие в политической жизни Туркменистана	file:///news/2005-10-24/229955-bespretsedentnoe_sobytie_v_politicheskoy_zhizni_turkmenistana
1578	2005-10-24	В Багдаде начался суд над Саддамом Хусейном	file:///news/2005-10-23/229933-v_bagdade_nachalsya_sud_nad_saddamom_huseynom
1579	2005-10-23	На Донском кладбище в Москве предадут земле прах генерала Антона Деникина и философа Ивана Ильина	file:///news/2005-10-03/229281-na_donskom_kladbische_v_moskve_predadut_zemle_prah_generala_antona_denikina_i_filosofa_ivana_ilina
1580	2005-10-03	На Родину возвращен прах Ивана Ильина и Антона Деникина	file:///news/2005-10-02/229279-na_rodinu_vozvraschen_prah_ivana_ilina_i_antona_denikina
1581	2005-10-02	Мосгоризбирком заверил списки кандидатов в депутаты городской Думы от ведущих политических партий	file:///news/2005-09-29/229166-mosgorizbirkom_zaveril_spiski_kandidatov_v_deputaty_gorodskoy_dumy_ot_veduschih_politicheskih_partiy
1582	2005-09-29	Прах генерала Антона Деникина и русского философа Ивана Ильина возвращается на родину	file:///news/2005-09-28/229108-prah_generala_antona_denikina_i_russkogo_filosofa_ivana_ilina_vozvraschaetsya_na_rodinu
1583	2005-09-28	Около 70 российских туристов, отдыхавших на турецком курорте Анталья, не могут вернуться на родину	file:///news/2005-09-26/229017-okolo_70_rossiyskih_turistov_otdyhavshih_na_turetskom_kurorte_antalya_ne_mogut_vernutsya_na_rodinu
1584	2005-09-26	На месте падения российского истребителя Су-27 найдена половина ракеты класса «воздух-воздух»	file:///news/2005-09-20/228830-na_meste_padeniya_rossiyskogo_istrebitelya_su_27_naydena_polovina_rakety_klassa_vozduh_vozduh
1585	2005-09-20	Россия начинает вывод миротворцев из Сьерра-Леоне	file:///news/2005-09-16/228717-rossiya_nachinaet_vyvod_mirotvortsev_iz_sierra_leone
1586	2005-09-16	Россия добивается возвращения на родину пилота истребителя Су-27, разбившегося накануне в Литве	file:///news/2005-09-16/228704-rossiya_dobivaetsya_vozvrascheniya_na_rodinu_pilota_istrebitelya_su_27_razbivshegosya_nakanune_v_litve
1587	2005-09-16	Знаменитый боксер Константин Цзю приехал с визитом в Россию	file:///news/2005-08-31/232026-znamenityy_bokser_konstantin_tszyu_priehal_s_vizitom_v_rossiyu
1588	2005-08-31	Российские студенты — в самом центре зоны бедствия	file:///news/2005-08-31/232015-rossiyskie_studenty_v_samom_tsentre_zony_bedstviya
1589	2005-08-31	Федеральный суд Швейцарии признал законным арест экс-главы Минатома России Евгения Адамова	file:///news/2005-07-19/230704-federalnyy_sud_shveytsarii_priznal_zakonnym_arest_eks_glavy_minatoma_rossii_evgeniya_adamova
1590	2005-07-19	В Калмыкии живет японский самурай, который сражался против советских солдат 60 лет назад	file:///news/2005-07-15/230625-v_kalmykii_zhivet_yaponskiy_samuray_kotoryy_srazhalsya_protiv_sovetskih_soldat_60_let_nazad
1591	2005-07-15	В Москве чествуют ветеранов российского футбола	file:///news/2005-07-09/230462-v_moskve_chestvuyut_veteranov_rossiyskogo_futbola
1592	2005-07-09	Российская Госдума собралась на последнее заседание перед летними каникулами	file:///news/2005-07-08/230448-rossiyskaya_gosduma_sobralas_na_poslednee_zasedanie_pered_letnimi_kanikulami
1593	2005-07-08	Дума поставила точку в спорах, вызванных расколом фракции «Родина»	file:///news/2005-07-08/230441-duma_postavila_tochku_v_sporah_vyzvannyh_raskolom_fraktsii_rodina
1594	2005-07-08	Госдума собралась на последнее перед началом летних каникул заседание	file:///news/2005-07-08/230436-gosduma_sobralas_na_poslednee_pered_nachalom_letnih_kanikul_zasedanie
1595	2005-07-08	Появится ли в Думе вторая фракция «Родина»?	file:///news/2005-07-07/230414-poyavitsya_li_v_dume_vtoraya_fraktsiya_rodina
1596	2005-07-07	В Думе объявлено о создании нового депутатского объединения	file:///news/2005-07-05/230356-v_dume_ob_yavleno_o_sozdanii_novogo_deputatskogo_ob_edineniya
1597	2005-07-05	Думский комитет будет рассматривать заявление о создании еще одной фракции «Родина»	file:///news/2005-07-05/230350-dumskiy_komitet_budet_rassmatrivat_zayavlenie_o_sozdanii_esche_odnoy_fraktsii_rodina
1598	2005-07-05	Углубляется раскол внутри думской фракции «Родина»	file:///news/2005-07-04/230337-uglublyaetsya_raskol_vnutri_dumskoy_fraktsii_rodina
1599	2005-07-04	Французская журналистка вернулась на родину после почти полугода, проведeнного в плену	file:///news/2005-06-13/233263-frantsuzskaya_zhurnalistka_vernulas_na_rodinu_posle_pochti_polugoda_provedennogo_v_plenu
1600	2005-06-13	В Москве проходит съезд партии «Родина»	file:///news/2005-06-11/233226-v_moskve_prohodit_s_ezd_partii_rodina
1601	2005-06-11	Итальянка Клементина Кантони, которая почти месяц провела в плену в Афганистане, вернулась на родину	file:///news/2005-06-10/233209-italyanka_klementina_kantoni_kotoraya_pochti_mesyats_provela_v_plenu_v_afganistane_vernulas_na_rodinu
1602	2005-06-10	Пострадавшие в автоаварии россияне возвращаются домой	file:///news/2005-06-08/233143-postradavshie_v_avtoavarii_rossiyane_vozvraschayutsya_domoy
1603	2005-06-08	Трудная дорога домой. Репортаж о переселенцах в Чечне	file:///news/2005-06-01/232926-trudnaya_doroga_domoy_reportazh_o_pereselentsah_v_chechne
1604	2005-06-01	Вынужденные переселенцы из Чеченской Республики покидают Грузию и возвращаются на родину	file:///news/2005-05-28/232814-vynuzhdennye_pereselentsy_iz_chechenskoy_respubliki_pokidayut_gruziyu_i_vozvraschayutsya_na_rodinu
1605	2005-05-28	Из Панкисского ущелья Грузии выехали автобусы с вынужденными переселенцами из Чеченской республики	file:///news/2005-05-28/232805-iz_pankisskogo_uschelya_gruzii_vyehali_avtobusy_s_vynuzhdennymi_pereselentsami_iz_chechenskoy_respubliki
1606	2005-05-28	Счастливый случай помог русскому солдату вернуться на родину после 25 лет афганского плена	file:///news/2005-05-26/232753-schastlivyy_sluchay_pomog_russkomu_soldatu_vernutsya_na_rodinu_posle_25_let_afganskogo_plena
1607	2005-05-26	Массовая демонстрация в центре Рима в поддержку итальянской заложницы в Афганистане	file:///news/2005-05-24/232689-massovaya_demonstratsiya_v_tsentre_rima_v_podderzhku_italyanskoy_zalozhnitsy_v_afganistane
1608	2005-05-24	Трое румынских журналистов, которые провели в иракском плену почти два месяца, вернулись на родину	file:///news/2005-05-23/232673-troe_rumynskih_zhurnalistov_kotorye_proveli_v_irakskom_plenu_pochti_dva_mesyatsa_vernulis_na_rodinu
1609	2005-05-23	В Волгограде в честь 60-летия победы в Великой Отечественной войне появилась аллея Героев СССР	file:///news/2005-04-13/235097-v_volgograde_v_chest_60_letiya_pobedy_v_velikoy_otechestvennoy_voyne_poyavilas_alleya_geroev_sssr
1610	2005-04-13	В Польском городе Вадовице, на родине Папы Римского, сотни людей опустились на колени	file:///news/2005-04-03/234810-v_polskom_gorode_vadovitse_na_rodine_papy_rimskogo_sotni_lyudey_opustilis_na_koleni
1611	2005-04-03	Потасовка в стенах Госдумы	file:///news/2005-03-30/234700-potasovka_v_stenah_gosdumy
1612	2005-03-30	Канада отказалась предоставить политическое убежище американцу Джереми Хинцману	file:///news/2005-03-26/234606-kanada_otkazalas_predostavit_politicheskoe_ubezhische_amerikantsu_dzheremi_hintsmanu
1613	2005-03-26	Цзян Цзэминь ушел в отставку	file:///news/2005-03-08/234073-tszyan_tszemin_ushel_v_otstavku
1614	2005-03-08	В Киев приехал экс-президент Украины	file:///news/2005-03-05/234008-v_kiev_priehal_eks_prezident_ukrainy
1615	2005-03-05	Из Москвы были депортированы 11 граждан Молдавии	file:///news/2005-03-03/233948-iz_moskvy_byli_deportirovany_11_grazhdan_moldavii
1616	2005-03-03	В Третьяковской галерее открылась выставка картин Марка Шагала	file:///news/2005-02-25/237203-v_tretyakovskoy_galeree_otkrylas_vystavka_kartin_marka_shagala
1617	2005-02-25	Самая крупная в истории выставка произведений Марка Шагала открывается в Москве	file:///news/2005-02-25/237174-samaya_krupnaya_v_istorii_vystavka_proizvedeniy_marka_shagala_otkryvaetsya_v_moskve
1618	2005-02-25	В Архангельске закончились соревнования по виндсерфингу	file:///news/2005-02-21/237068-v_arhangelske_zakonchilis_sorevnovaniya_po_vindserfingu
1619	2005-02-21	В Северной Осетии приняли присягу 400 новобранцев	file:///news/2005-01-18/236025-v_severnoy_osetii_prinyali_prisyagu_400_novobrantsev
1620	2005-01-18	В логове Соловья-разбойника	file:///news/2004-12-30/238986-v_logove_solovya_razboynika
1621	2004-12-30	Двое россиян, которых удерживали в Катаре, специальным рейсом доставлены на родину	file:///news/2004-12-24/238808-dvoe_rossiyan_kotoryh_uderzhivali_v_katare_spetsialnym_reysom_dostavleny_na_rodinu
1622	2004-12-24	Россияне, осужденные в Катаре, возвратились на Родину	file:///news/2004-12-23/238800-rossiyane_osuzhdennye_v_katare_vozvratilis_na_rodinu
1623	2004-12-23	Двое россиян, осужденных в государстве Катар, возвращаются в Россию	file:///news/2004-12-23/238793-dvoe_rossiyan_osuzhdennyh_v_gosudarstve_katar_vozvraschayutsya_v_rossiyu
1624	2004-12-23	В Азербайджане чтят память бывшего президента страны Гейдара Алиева	file:///news/2004-12-12/238452-v_azerbaydzhane_chtyat_pamyat_byvshego_prezidenta_strany_geydara_alieva
1625	2004-12-12	В Думу Курганской области прошли представители шести партий	file:///news/2004-11-29/238069-v_dumu_kurganskoy_oblasti_proshli_predstaviteli_shesti_partiy
1626	2004-11-29	Небывалый призыв в Сибири	file:///news/2004-11-15/237678-nebyvalyy_prizyv_v_sibiri
1627	2004-11-15	В Архангельской области открыли памятник выдающемуся русскому поэту Николаю Рубцову	file:///news/2004-11-15/237675-v_arhangelskoy_oblasti_otkryli_pamyatnik_vydayuschemusya_russkomu_poetu_nikolayu_rubtsovu
1628	2004-11-15	В США растет число сторонников Керри, которые намерены эмигрировать в Канаду	file:///news/2004-11-06/237465-v_ssha_rastet_chislo_storonnikov_kerri_kotorye_namereny_emigrirovat_v_kanadu
1629	2004-11-06	В Омскую область возвращаются российские немцы, эмигрировавшие на историческую родину	file:///news/2004-09-30/239834-v_omskuyu_oblast_vozvraschayutsya_rossiyskie_nemtsy_emigrirovavshie_na_istoricheskuyu_rodinu
1630	2004-09-30	Российские паралимпийцы возвратились домой	file:///news/2004-09-30/239832-rossiyskie_paralimpiytsy_vozvratilis_domoy
1631	2004-09-30	Освобожденные в Ираке итальянские заложницы — Симона Торрета и Симона Пари — вернулись на родину	file:///news/2004-09-29/239797-osvobozhdennye_v_irake_italyanskie_zalozhnitsy_simona_torreta_i_simona_pari_vernulis_na_rodinu
1632	2004-09-29	Освобождены итальянские заложницы, похищенные в Ираке	file:///news/2004-09-28/239789-osvobozhdeny_italyanskie_zalozhnitsy_pohischennye_v_irake
1633	2004-09-28	В Иркутске расследуют убийства двоих сотрудников регионального избирательного штаба партии «Родина»	file:///news/2004-09-27/239757-v_irkutske_rassleduyut_ubiystva_dvoih_sotrudnikov_regionalnogo_izbiratelnogo_shtaba_partii_rodina
1634	2004-09-27	В Кремле начинаются переговоры Владимира Путина и президента Республики Корея Но Му Хена	file:///news/2004-09-21/239557-v_kremle_nachinayutsya_peregovory_vladimira_putina_i_prezidenta_respubliki_koreya_no_mu_hena
1635	2004-09-21	В Крыму учeные Никитского ботанического сада отмечают небывалый рост одного из редких кустов	file:///news/2004-09-17/239444-v_krymu_uchenye_nikitskogo_botanicheskogo_sada_otmechayut_nebyvalyy_rost_odnogo_iz_redkih_kustov
1636	2004-09-17	В столице Аргентины Буэнос-Айресе проходит финал международного чемпионата по танго	file:///news/2004-08-21/242130-v_stolitse_argentiny_buenos_ayrese_prohodit_final_mezhdunarodnogo_chempionata_po_tango
1637	2004-08-21	Кандидат на пост президента Чечни Алу Алханов представил свою предвыборную программу	file:///news/2004-08-18/242042-kandidat_na_post_prezidenta_chechni_alu_alhanov_predstavil_svoyu_predvybornuyu_programmu
1638	2004-08-18	Бобби Фишер женится на японской шахматистке и просит лишить его американского гражданства	file:///news/2004-08-17/242022-bobbi_fisher_zhenitsya_na_yaponskoy_shahmatistke_i_prosit_lishit_ego_amerikanskogo_grazhdanstva
1639	2004-08-17	Новый виток дипломатического скандала между Израилем и Францией	file:///news/2004-07-20/241281-novyy_vitok_diplomaticheskogo_skandala_mezhdu_izrailem_i_frantsiey
1640	2004-07-20	В России начинаются торжества, посвященные 250-летию со дня рождения Серафима Саровского	file:///news/2004-07-20/241273-v_rossii_nachinayutsya_torzhestva_posvyaschennye_250_letiyu_so_dnya_rozhdeniya_serafima_sarovskogo
1641	2004-07-20	Филиппины завершили вывод своего воинского контингента из Ирака	file:///news/2004-07-19/241250-filippiny_zavershili_vyvod_svoego_voinskogo_kontingenta_iz_iraka
1642	2004-07-19	Памятник Шукшину отправился на родину писателя	file:///news/2004-07-18/241230-pamyatnik_shukshinu_otpravilsya_na_rodinu_pisatelya
1643	2004-07-18	Президент поклонился иконе Тихвинской Божьей Матери	file:///news/2004-07-16/241185-prezident_poklonilsya_ikone_tihvinskoy_bozhiey_materi
1644	2004-07-16	В Лондоне участники молодежного крыла партии «Родина» провели театрализованную акцию	file:///news/2004-07-14/241129-v_londone_uchastniki_molodezhnogo_kryla_partii_rodina_proveli_teatralizovannuyu_aktsiyu
1645	2004-07-14	Филиппинские войска уходят из Ирака	file:///news/2004-07-13/241073-filippinskie_voyska_uhodyat_iz_iraka
1646	2004-07-13	В старинный город Тихвин продолжают прибывать паломники	file:///news/2004-07-09/240980-v_starinnyy_gorod_tihvin_prodolzhayut_pribyvat_palomniki
1647	2004-07-09	Партия «Родина» проводит перегруппировку сил	file:///news/2004-07-06/240902-partiya_rodina_provodit_peregruppirovku_sil
1648	2004-07-06	В Москве открылся IV внеочередной съезд политической партии «Родина»	file:///news/2004-07-06/240893-v_moskve_otkrylsya_iv_vneocherednoy_s_ezd_politicheskoy_partii_rodina
1649	2004-07-06	Из Москвы на родину — в Косово	file:///news/2004-06-23/243694-iz_moskvy_na_rodinu_v_kosovo
1650	2004-06-23	Крупное ДТП во Франции	file:///news/2004-06-23/243685-krupnoe_dtp_vo_frantsii
1651	2004-06-23	Старшая дочь Саддама Хусейна — Рагад хочет участвовать в выборах президента Ирака	file:///news/2004-06-20/243620-starshaya_doch_saddama_huseyna_ragad_hochet_uchastvovat_v_vyborah_prezidenta_iraka
1652	2004-06-20	Раненный в Ираке россиянин будет вывезен на родину на самолете МЧС	file:///news/2004-06-18/243587-ranennyy_v_irake_rossiyanin_budet_vyvezen_na_rodinu_na_samolete_mchs
1653	2004-06-18	В Белоруссии открывается музей Василя Быкова	file:///news/2004-06-18/243570-v_belorussii_otkryvaetsya_muzey_vasilya_bykova
1654	2004-06-18	Трое итальянцев, которые около двух месяцев находились в иракском плену, вернулись на родину	file:///news/2004-06-09/243377-troe_italyantsev_kotorye_okolo_dvuh_mesyatsev_nahodilis_v_irakskom_plenu_vernulis_na_rodinu
1655	2004-06-09	Глобальная олимпийская эстафета началась в Австралии	file:///news/2004-06-04/243246-globalnaya_olimpiyskaya_estafeta_nachalas_v_avstralii
1656	2004-06-04	МЧС России завершает эвакуацию из Ирака специалистов компании «Интерэнергосервис»	file:///news/2004-06-04/243235-mchs_rossii_zavershaet_evakuatsiyu_iz_iraka_spetsialistov_kompanii_interenergoservis
1657	2004-06-04	Исполняется 200 лет со дня рождения величайшего русского композитора Михаила Ивановича Глинки	file:///news/2004-06-01/243155-ispolnyaetsya_200_let_so_dnya_rozhdeniya_velichayshego_russkogo_kompozitora_mihaila_ivanovicha_glinki
1658	2004-06-01	МЧС завершает эвакуацию сотрудников компании «Интерэнергосервис» из Ирака	file:///news/2004-05-28/243049-mchs_zavershaet_evakuatsiyu_sotrudnikov_kompanii_interenergoservis_iz_iraka
1659	2004-05-28	Военный контингент Испании покинет Ирак раньше объявленной даты	file:///news/2004-05-11/242559-voennyy_kontingent_ispanii_pokinet_irak_ranshe_ob_yavlennoy_daty
1660	2004-05-11	В Аджарии начались первые аресты после смены власти в автономии	file:///news/2004-05-06/242487-v_adzharii_nachalis_pervye_aresty_posle_smeny_vlasti_v_avtonomii
1661	2004-05-06	80 лет со дня рождения писателя Виктора Астафьева	file:///news/2004-05-01/242378-80_let_so_dnya_rozhdeniya_pisatelya_viktora_astafieva
1662	2004-05-01	Чикаго — родина Первомая	file:///news/2004-04-30/245664-chikago_rodina_pervomaya
1663	2004-04-30	Дмитрий Рогозин намерен сформировать еще одну партию	file:///news/2004-04-22/245420-dmitriy_rogozin_nameren_sformirovat_esche_odnu_partiyu
1664	2004-04-22	В Пекин с трехдневным визитом прибыл лидер Северной Кореи Ким Чен Ир	file:///news/2004-04-19/245307-v_pekin_s_trehdnevnym_vizitom_pribyl_lider_severnoy_korei_kim_chen_ir
1665	2004-04-19	Первая группа россиян покидает Багдад	file:///news/2004-04-15/245198-pervaya_gruppa_rossiyan_pokidaet_bagdad
1666	2004-04-15	Невероятные приключения американцев в России	file:///news/2004-04-12/245112-neveroyatnye_priklyucheniya_amerikantsev_v_rossii
1667	2004-04-12	Освобожденный в Дагестане голландский заложник вернулся на родину	file:///news/2004-04-12/245084-osvobozhdennyy_v_dagestane_gollandskiy_zalozhnik_vernulsya_na_rodinu
1668	2004-04-12	Первый секретарь посольства России в Катаре вернулся на родину	file:///news/2004-03-24/244541-pervyy_sekretar_posolstva_rossii_v_katare_vernulsya_na_rodinu
1669	2004-03-24	Чеченские семьи покидают палаточные лагеря в Ингушетии и возвращаются на родину	file:///news/2004-03-06/244044-chechenskie_semi_pokidayut_palatochnye_lagerya_v_ingushetii_i_vozvraschayutsya_na_rodinu
1670	2004-03-06	Дума освободила от обязанностей вице-спикера Дмитрия Рогозина	file:///news/2004-03-05/244033-duma_osvobodila_ot_obyazannostey_vitse_spikera_dmitriya_rogozina
1671	2004-03-05	В Лондоне оглашен список ста лучших футболистов современности	file:///news/2004-03-04/244008-v_londone_oglashen_spisok_sta_luchshih_futbolistov_sovremennosti
1672	2004-03-04	Кадровые перестановки в руководстве фракции «Родина»	file:///news/2004-03-04/243989-kadrovye_perestanovki_v_rukovodstve_fraktsii_rodina
1673	2004-03-04	Из Англии в Эрмитаж доставлена диадема внучки Пушкина	file:///news/2004-03-01/243901-iz_anglii_v_ermitazh_dostavlena_diadema_vnuchki_pushkina
1674	2004-03-01	Важное заявление российской дипломатии	file:///news/2004-02-26/247398-vazhnoe_zayavlenie_rossiyskoy_diplomatii
1675	2004-02-26	Минюст зарегистрировал новую политическую партию «Родина»	file:///news/2004-02-25/247377-minyust_zaregistriroval_novuyu_politicheskuyu_partiyu_rodina
1676	2004-02-25	Бывший премьер-министр Украины Павел Лазаренко предстанет перед судом в Сан-Франциско	file:///news/2004-02-17/247127-byvshiy_premier_ministr_ukrainy_pavel_lazarenko_predstanet_pered_sudom_v_san_frantsisko
1677	2004-02-17	Политические оппоненты ругают президента США не только на родине, но и за рубежом	file:///news/2004-02-16/247090-politicheskie_opponenty_rugayut_prezidenta_ssha_ne_tolko_na_rodine_no_i_za_rubezhom
1678	2004-02-16	Серьезные разногласия в блоке «Родина»	file:///news/2004-01-30/246570-serieznye_raznoglasiya_v_bloke_rodina
1679	2004-01-30	На родину вернулись победители ралли «Париж-Дакар»	file:///news/2004-01-20/246215-na_rodinu_vernulis_pobediteli_ralli_parizh_dakar
1680	2004-01-20	Заболевание атипичной пневмонией в нынешнем году протекает в мягкой форме	file:///news/2004-01-18/246156-zabolevanie_atipichnoy_pnevmoniey_v_nyneshnem_godu_protekaet_v_myagkoy_forme
1681	2004-01-18	Государственная Дума четвeртого созыва приступает к повседневной работе	file:///news/2004-01-13/246002-gosudarstvennaya_duma_chetvertogo_sozyva_pristupaet_k_povsednevnoy_rabote
1682	2004-01-13	Первые заседания фракций новой Думы	file:///news/2004-01-13/245989-pervye_zasedaniya_fraktsiy_novoy_dumy
1683	2004-01-13	Сенсационное открытие новгородских ученых	file:///news/2004-01-12/245939-sensatsionnoe_otkrytie_novgorodskih_uchenyh
1684	2004-01-12	Светские слухи и скандалы уходящего года	file:///news/2003-12-31/249470-svetskie_sluhi_i_skandaly_uhodyaschego_goda
1685	2003-12-31	Несколько известных политиков заявили о намерении принять участие в президентских выборах	file:///news/2003-12-30/249435-neskolko_izvestnyh_politikov_zayavili_o_namerenii_prinyat_uchastie_v_prezidentskih_vyborah
1686	2003-12-30	В России подведены официальные итоги парламентских выборов	file:///news/2003-12-19/249087-v_rossii_podvedeny_ofitsialnye_itogi_parlamentskih_vyborov
1687	2003-12-19	Гроб с телом покойного Гейдара Алиева доставили на родину	file:///news/2003-12-14/248937-grob_s_telom_pokoynogo_geydara_alieva_dostavili_na_rodinu
1688	2003-12-14	Необычная демонстрация в Великобритании	file:///news/2003-12-14/248931-neobychnaya_demonstratsiya_v_velikobritanii
1689	2003-12-14	Русская православная церковь требует вернуть в Россию старинные Даниловские колокола	file:///news/2003-12-02/248509-russkaya_pravoslavnaya_tserkov_trebuet_vernut_v_rossiyu_starinnye_danilovskie_kolokola
1690	2003-12-02	Доходная часть российского бюджета может быть увеличена, считает Сергей Глазьев	file:///news/2003-11-24/248237-dohodnaya_chast_rossiyskogo_byudzheta_mozhet_byt_uvelichena_schitaet_sergey_glaziev
1691	2003-11-24	Отца телевидения вспоминают на его родине — в русском Муроме	file:///news/2003-11-23/248199-ottsa_televideniya_vspominayut_na_ego_rodine_v_russkom_murome
1692	2003-11-23	Дмитрий Рогозин: российские коммунисты выступают на одной стороне с чеченскими боевиками	file:///news/2003-11-20/248115-dmitriy_rogozin_rossiyskie_kommunisty_vystupayut_na_odnoy_storone_s_chechenskimi_boevikami
1693	2003-11-20	Кандидаты от блока Родина предлагают оригинальные финансовые рецепты	file:///news/2003-11-19/248078-kandidaty_ot_bloka_rodina_predlagayut_originalnye_finansovye_retsepty
1694	2003-11-19	Сергей Глазьев знакомился с жизнью и условиями работы ростовских шахтеров	file:///news/2003-11-14/247928-sergey_glaziev_znakomilsya_s_zhiznyu_i_usloviyami_raboty_rostovskih_shahterov
1695	2003-11-14	«Не важно кто и как голосует — важно, как считают голоса»	file:///news/2003-11-05/247632-ne_vazhno_kto_i_kak_golosuet_vazhno_kak_schitayut_golosa
1696	2003-11-05	Главная песня Расула Гамзатова	file:///news/2003-11-03/247562-glavnaya_pesnya_rasula_gamzatova
1697	2003-11-03	Лидер партии Единая Россия Борис Грызлов посещает Архангельскую область	file:///news/2003-10-28/251137-lider_partii_edinaya_rossiya_boris_gryzlov_poseschaet_arhangelskuyu_oblast
1698	2003-10-28	15 миллионов рублей — за Шамиля Басаева	file:///news/2003-10-28/251135-15_millionov_rubley_za_shamilya_basaeva
1699	2003-10-28	Татьяна Сливенко намерена вернуться в Латвию	file:///news/2003-10-12/250622-tatyana_slivenko_namerena_vernutsya_v_latviyu
1700	2003-10-12	В Грозном открыт новый пункт временного размещения для вернувшихся в республику семей	file:///news/2003-09-05/249622-v_groznom_otkryt_novyy_punkt_vremennogo_razmescheniya_dlya_vernuvshihsya_v_respubliku_semey
1701	2003-09-05	Теракт в Эн-Наджафе — дело рук Аль-Каиды	file:///news/2003-08-30/253246-terakt_v_en_nadzhafe_delo_ruk_al_kaidy
1702	2003-08-30	На родине Чкалова отмечают 80-летие первого полета своего кумира	file:///news/2003-08-23/253047-na_rodine_chkalova_otmechayut_80_letie_pervogo_poleta_svoego_kumira
1703	2003-08-23	Европейские туристы, которых похитили во время путешествия по Сахаре, вернутся на родину	file:///news/2003-08-20/252915-evropeyskie_turisty_kotoryh_pohitili_vo_vremya_puteshestviya_po_sahare_vernutsya_na_rodinu
1704	2003-08-20	Почти все российские туристы, пострадавшие во время автокатастрофы в Польше, отправлены на родину	file:///news/2003-08-11/252629-pochti_vse_rossiyskie_turisty_postradavshie_vo_vremya_avtokatastrofy_v_polshe_otpravleny_na_rodinu
1705	2003-08-11	Известному режиссеру Роберту Стуруа исполняется 65 лет	file:///news/2003-07-31/252257-izvestnomu_rezhisseru_robertu_sturua_ispolnyaetsya_65_let
1706	2003-07-31	В Ирак возвращаются первые беженцы	file:///news/2003-07-31/252256-v_irak_vozvraschayutsya_pervye_bezhentsy
1707	2003-07-31	На подмосковную станцию Нара прибыла последняя группа российских миротворцев, вернувшихся из Косово	file:///news/2003-07-30/252225-na_podmoskovnuyu_stantsiyu_nara_pribyla_poslednyaya_gruppa_rossiyskih_mirotvortsev_vernuvshihsya_iz_kosovo
1708	2003-07-30	Российский вертолeт в Судане освобожден	file:///news/2003-07-30/252213-rossiyskiy_vertolet_v_sudane_osvobozhden
1709	2003-07-30	Вынужденные переселенцы возвращаются в Чечню	file:///news/2003-07-19/251887-vynuzhdennye_pereselentsy_vozvraschayutsya_v_chechnyu
1710	2003-07-19	Легендарному ГАЗ-69 исполнилось полвека	file:///news/2003-07-15/251759-legendarnomu_gaz_69_ispolnilos_polveka
1711	2003-07-15	260-летний юбилей Гавриила Державина	file:///news/2003-07-14/251687-260_letniy_yubiley_gavriila_derzhavina
1712	2003-07-14	Полку «Нормандия-Неман» — 60	file:///news/2003-07-05/251412-polku_normandiya_neman_60
1713	2003-07-05	В Белоруссии скончался выдающийся писатель Василь Быков	file:///news/2003-06-23/254947-v_belorussii_skonchalsya_vydayuschiysya_pisatel_vasil_bykov
1714	2003-06-23	Репортаж из воинской части, где, заступая в караул, говорят «С Богом»	file:///news/2003-06-14/254698-reportazh_iz_voinskoy_chasti_gde_zastupaya_v_karaul_govoryat_s_bogom
