	date	title	link
0	2022-04-15	Ночью в подмосковном аэропорту Чкаловский встречали российских детей, вывезенных из Сирии	file:///news/2022-04-15/426513-nochyu_v_podmoskovnom_aeroportu_chkalovskiy_vstrechali_rossiyskih_detey_vyvezennyh_iz_sirii
1	2022-04-15	Из Сирии на родину возвращены десять российских детей	file:///news/2022-04-15/426505-iz_sirii_na_rodinu_vozvrascheny_desyat_rossiyskih_detey
2	2022-04-15	Выпуск новостей в 12:00 от 10.04.2022	file:///news/2022-04-10/426098-vypusk_novostey_v_12_00_ot_10_04_2022
3	2022-04-10	Эвакуированные жители Донбасса начинают жизнь с нуля в российских городах	file:///news/2022-04-10/426103-evakuirovannye_zhiteli_donbassa_nachinayut_zhizn_s_nulya_v_rossiyskih_gorodah
4	2022-04-10	Задержанные на финской границе шедевры российских музеев вернулись на родину	file:///news/2022-04-09/426083-zaderzhannye_na_finskoy_granitse_shedevry_rossiyskih_muzeev_vernulis_na_rodinu
5	2022-04-09	Растет список западных стран, которые намерены выслать российских дипломатов	file:///news/2022-04-05/425656-rastet_spisok_zapadnyh_stran_kotorye_namereny_vyslat_rossiyskih_diplomatov
6	2022-04-05	Италия высылает 30 российских дипломатов	file:///news/2022-04-05/425650-italiya_vysylaet_30_rossiyskih_diplomatov
7	2022-04-05	Героическими поступками российских военнослужащих восхищаются и на Родине, и жители Украины	file:///news/2022-04-03/425491-geroicheskimi_postupkami_rossiyskih_voennosluzhaschih_voshischayutsya_i_na_rodine_i_zhiteli_ukrainy
8	2022-04-03	После сложных переговоров с Украины на Родину смогли вернуться наши дальнобойщики и моряки	file:///news/2022-03-25/424694-posle_slozhnyh_peregovorov_s_ukrainy_na_rodinu_smogli_vernutsya_nashi_dalnoboyschiki_i_moryaki
9	2022-03-25	Состоялся телефонный разговор Владимира Путина с премьер-министром Индии Нарендрой Моди	file:///news/2022-03-03/422468-sostoyalsya_telefonnyy_razgovor_vladimira_putina_s_premier_ministrom_indii_narendroy_modi
10	2022-03-03	Выпуск новостей в 16:56 от 28.02.2022	file:///news/2022-02-28/422130-vypusk_novostey_v_16_56_ot_28_02_2022
11	2022-02-28	Пострадавшие от дискриминационных действий в Европе российские студенты смогут учиться на родине	file:///news/2022-02-28/422138-postradavshie_ot_diskriminatsionnyh_deystviy_v_evrope_rossiyskie_studenty_smogut_uchitsya_na_rodine
12	2022-02-28	Силовики с острова Змеиный рассказали, почему решили сдаться	file:///news/2022-02-27/422039-siloviki_s_ostrova_zmeinyy_rasskazali_pochemu_reshili_sdatsya
13	2022-02-27	Истории актеров, воплотивших образы героев на экране	file:///news/2022-02-23/421574-istorii_akterov_voplotivshih_obrazy_geroev_na_ekrane
14	2022-02-23	На фоне раскручивания темы мифического вторжения России Багамы призвали своих граждан покинуть Украину	file:///news/2022-02-13/421018-na_fone_raskruchivaniya_temy_mificheskogo_vtorzheniya_rossii_bagamy_prizvali_svoih_grazhdan_pokinut_ukrainu
15	2022-02-13	Власти Багамских островов призвали своих граждан срочно покинуть Украину	file:///news/2022-02-13/421012-vlasti_bagamskih_ostrovov_prizvali_svoih_grazhdan_srochno_pokinut_ukrainu
16	2022-02-13	Мария Захарова поблагодарила всех причастных к освобождению россиян на Шри-Ланке	file:///news/2022-02-02/420472-mariya_zaharova_poblagodarila_vseh_prichastnyh_k_osvobozhdeniyu_rossiyan_na_shri_lanke
17	2022-02-02	Украина стянула к границам ЛНР и ДНР артиллерию и танки	file:///news/2022-01-24/419962-ukraina_styanula_k_granitsam_lnr_i_dnr_artilleriyu_i_tanki
18	2022-01-24	Сотрудники американского посольства в Киеве покидают Украину	file:///news/2022-01-24/419941-sotrudniki_amerikanskogo_posolstva_v_kieve_pokidayut_ukrainu
19	2022-01-24	Ивановские десантники вернулись на родину по окончании миротворческой миссии в Казахстане	file:///news/2022-01-13/419389-ivanovskie_desantniki_vernulis_na_rodinu_po_okonchanii_mirotvorcheskoy_missii_v_kazahstane
20	2022-01-13	Омбудсмен Татьяна Москалькова встретилась с семьей бизнесмена Олега Никитина	file:///news/2022-01-11/419254-ombudsmen_tatyana_moskalkova_vstretilas_s_semiey_biznesmena_olega_nikitina
21	2022-01-11	В Казахстане объявлен общенациональный траур по погибшим в результате беспорядков	file:///news/2022-01-10/419175-v_kazahstane_ob_yavlen_obschenatsionalnyy_traur_po_pogibshim_v_rezultate_besporyadkov
22	2022-01-10	Пекин ужесточает антиковидные меры перед праздниками и Олимпиадой	file:///news/2021-12-29/418824-pekin_uzhestochaet_antikovidnye_mery_pered_prazdnikami_i_olimpiadoy
23	2021-12-29	Еще девять российских детей вернулись на родину из Сирии	file:///news/2021-12-17/418201-esche_devyat_rossiyskih_detey_vernulis_na_rodinu_iz_sirii
24	2021-12-17	Детский омбудсмен сообщила, что работа по вывозу российских детей из Сирии будет продолжена	file:///news/2021-12-17/418190-detskiy_ombudsmen_soobschila_chto_rabota_po_vyvozu_rossiyskih_detey_iz_sirii_budet_prodolzhena
25	2021-12-17	Выпуск новостей в 07:00 от 17.12.2021	file:///news/2021-12-17/418165-vypusk_novostey_v_07_00_ot_17_12_2021
26	2021-12-17	Из Сирии вернулись на родину еще девять российских детей	file:///news/2021-12-17/418169-iz_sirii_vernulis_na_rodinu_esche_devyat_rossiyskih_detey
27	2021-12-17	Новой Мисс Вселенной стала 21-летняя индийская фотомодель Харназ Сандху	file:///news/2021-12-13/417960-novoy_miss_vselennoy_stala_21_letnyaya_indiyskaya_fotomodel_harnaz_sandhu
28	2021-12-13	В Москве объявили победителей национальной премии «Патриот»	file:///news/2021-12-10/417787-v_moskve_ob_yavili_pobediteley_natsionalnoy_premii_patriot
29	2021-12-10	Выпуск новостей в 09:00 от 03.12.2021	file:///news/2021-12-03/417396-vypusk_novostey_v_09_00_ot_03_12_2021
30	2021-12-03	В России вспоминают тех, кто пропал без вести, защищая Родину	file:///news/2021-12-03/417400-v_rossii_vspominayut_teh_kto_propal_bez_vesti_zaschischaya_rodinu
31	2021-12-03	125 лет назад родился маршал Победы Георгий Жуков	file:///news/2021-12-01/417307-125_let_nazad_rodilsya_marshal_pobedy_georgiy_zhukov
32	2021-12-01	Премьера года на Первом канале — многосерийный фильм «Вертинский»	file:///news/2021-11-29/417149-premiera_goda_na_pervom_kanale_mnogoseriynyy_film_vertinskiy
33	2021-11-29	На Первом начинается показ многосерийного фильма «Вертинский»	file:///news/2021-11-29/417145-na_pervom_nachinaetsya_pokaz_mnogoseriynogo_filma_vertinskiy
34	2021-11-29	Из Минска в иракский Эрбиль ночью вылетел второй самолет с ближневосточными беженцами на борту	file:///news/2021-11-26/417007-iz_minska_v_irakskiy_erbil_nochyu_vyletel_vtoroy_samolet_s_blizhnevostochnymi_bezhentsami_na_bortu
35	2021-11-26	Домой возвращается первая группа беженцев из Ирака, которая застряла на границе Белоруссии и Польши	file:///news/2021-11-18/416556-domoy_vozvraschaetsya_pervaya_gruppa_bezhentsev_iz_iraka_kotoraya_zastryala_na_granitse_belorussii_i_polshi
36	2021-11-18	Александр Лукашенко назвал глупостью упреки, что Минск якобы поддерживает нелегальную миграцию	file:///news/2021-11-15/416377-aleksandr_lukashenko_nazval_glupostyu_upreki_chto_minsk_yakoby_podderzhivaet_nelegalnuyu_migratsiyu
37	2021-11-15	История семьи из Казани: отпуск за границей во время пандемии обернулся кошмаром	file:///news/2021-11-07/415944-istoriya_semi_iz_kazani_otpusk_za_granitsey_vo_vremya_pandemii_obernulsya_koshmarom
38	2021-11-07	Выпуск программы «Время» в 21:00 от 04.11.2021	file:///news/2021-11-04/415855-vypusk_programmy_vremya_v_21_00_ot_04_11_2021
39	2021-11-04	Во Внуково мужчина забрался на металлические конструкции, желая привлечь внимание к своей проблеме	file:///news/2021-09-30/413936-vo_vnukovo_muzhchina_zabralsya_na_metallicheskie_konstruktsii_zhelaya_privlech_vnimanie_k_svoey_probleme
40	2021-09-30	Героической обороне Москвы посвящен новый раздел на сайте Минобороны — «Заслонили собою Родину»	file:///news/2021-09-30/413913-geroicheskoy_oborone_moskvy_posvyaschen_novyy_razdel_na_sayte_minoborony_zaslonili_soboyu_rodinu
41	2021-09-30	К 80-летию битвы за Москву Минобороны запускает мультимедийный раздел, посвященный подвигу подольских курсантов	file:///news/2021-09-30/413903-k_80_letiyu_bitvy_za_moskvu_minoborony_zapuskaet_multimediynyy_razdel_posvyaschennyy_podvigu_podolskih_kursantov
42	2021-09-30	80 лет назад в ходе Великой Отечественной войны началась битва за Москву	file:///news/2021-09-30/413891-80_let_nazad_v_hode_velikoy_otechestvennoy_voyny_nachalas_bitva_za_moskvu
43	2021-09-30	На родину вернулись российские победители чемпионата профмастерства EuroSkills	file:///news/2021-09-27/413739-na_rodinu_vernulis_rossiyskie_pobediteli_chempionata_profmasterstva_euroskills
44	2021-09-27	Социал-демократы обошли блок Меркель на выборах в Германии	file:///news/2021-09-27/413719-sotsial_demokraty_oboshli_blok_merkel_na_vyborah_v_germanii
45	2021-09-27	Накаляется обстановка из-за потока беженцев на границе американского штата Техас и Мексики	file:///news/2021-09-21/413393-nakalyaetsya_obstanovka_iz_za_potoka_bezhentsev_na_granitse_amerikanskogo_shtata_tehas_i_meksiki
46	2021-09-21	Ушел из жизни Герой России, бывший полпред президента в Южном Федеральном округе генерал Виктор Казанцев	file:///news/2021-09-14/413030-ushel_iz_zhizni_geroy_rossii_byvshiy_polpred_prezidenta_v_yuzhnom_federalnom_okruge_general_viktor_kazantsev
47	2021-09-14	В Москве состоялась премьера фильма «Вертинский» о знаменитом русском шансонье	file:///news/2021-09-09/412816-v_moskve_sostoyalas_premiera_filma_vertinskiy_o_znamenitom_russkom_shansonie
48	2021-09-09	В Россию из Токио возвращаются герои Паралимпиады	file:///news/2021-09-06/412564-v_rossiyu_iz_tokio_vozvraschayutsya_geroi_paralimpiady
49	2021-09-06	Российские спортсмены, чемпионы и призеры Олимпиады в Токио, возвращаются на родину	file:///news/2021-08-09/411091-rossiyskie_sportsmeny_chempiony_i_prizery_olimpiady_v_tokio_vozvraschayutsya_na_rodinu
50	2021-08-09	Российские чемпионы возвращаются из Токио на родину	file:///news/2021-08-09/411081-rossiyskie_chempiony_vozvraschayutsya_iz_tokio_na_rodinu
51	2021-08-09	На родину вернулась серебряный призер Олимпиады в Токио в прыжках с шестом Анжелика Сидорова	file:///news/2021-08-07/411038-na_rodinu_vernulas_serebryanyy_prizer_olimpiady_v_tokio_v_pryzhkah_s_shestom_anzhelika_sidorova
52	2021-08-07	Для вернувшихся на родину спортсменов прямо в аэропорту прозвучал гимн России	file:///news/2021-08-04/410884-dlya_vernuvshihsya_na_rodinu_sportsmenov_pryamo_v_aeroportu_prozvuchal_gimn_rossii
53	2021-08-04	На родину с охапками олимпийских медалей вернулась сборная России по спортивной гимнастике	file:///news/2021-08-04/410875-na_rodinu_s_ohapkami_olimpiyskih_medaley_vernulas_sbornaya_rossii_po_sportivnoy_gimnastike
54	2021-08-04	Турецкие врачи борются за жизни туристов из России, пострадавших в автобусной катастрофе	file:///news/2021-08-03/410817-turetskie_vrachi_boryutsya_za_zhizni_turistov_iz_rossii_postradavshih_v_avtobusnoy_katastrofe
55	2021-08-03	Профессиональный праздник отмечают военнослужащие и ветераны Воздушно-десантных войск	file:///news/2021-08-02/410762-professionalnyy_prazdnik_otmechayut_voennosluzhaschie_i_veterany_vozdushno_desantnyh_voysk
56	2021-08-02	В избирательную кампанию вступили новые участники	file:///news/2021-07-27/410505-v_izbiratelnuyu_kampaniyu_vstupili_novye_uchastniki
57	2021-07-27	Защитить россиян от коронавируса во время избирательной кампании призвано помочь соглашение, которое подписали сразу несколько партий	file:///news/2021-07-27/410489-zaschitit_rossiyan_ot_koronavirusa_vo_vremya_izbiratelnoy_kampanii_prizvano_pomoch_soglashenie_kotoroe_podpisali_srazu_neskolko_partiy
58	2021-07-27	В Центризбиркоме проходит регистрация федерального списка кандидатов в депутаты Госдумы от двух партий	file:///news/2021-07-27/410472-v_tsentrizbirkome_prohodit_registratsiya_federalnogo_spiska_kandidatov_v_deputaty_gosdumy_ot_dvuh_partiy
59	2021-07-27	Ереван передал Баку карту минных полей в Нагорном Карабахе	file:///news/2021-07-04/409224-erevan_peredal_baku_kartu_minnyh_poley_v_nagornom_karabahe
60	2021-07-04	Владимир Путин ответил на вопрос о преемнике	file:///news/2021-06-30/409004-vladimir_putin_otvetil_na_vopros_o_preemnike
61	2021-06-30	Выпуск программы «Время» в 21:00 от 22.06.2021	file:///news/2021-06-22/408571-vypusk_programmy_vremya_v_21_00_ot_22_06_2021
62	2021-06-22	Российское движение школьников провело акцию «Мы замолкаем, глядя в небеса»	file:///news/2021-06-19/408417-rossiyskoe_dvizhenie_shkolnikov_provelo_aktsiyu_my_zamolkaem_glyadya_v_nebesa
63	2021-06-19	Германия отзывает солдат НАТО, оскандалившихся на вечеринке в Литве	file:///news/2021-06-17/408271-germaniya_otzyvaet_soldat_nato_oskandalivshihsya_na_vecherinke_v_litve
64	2021-06-17	Театральная публика столицы встречает на Чеховском фестивале постановку «Танго после заката»	file:///news/2021-06-02/407527-teatralnaya_publika_stolitsy_vstrechaet_na_chehovskom_festivale_postanovku_tango_posle_zakata
65	2021-06-02	СКР возбудил уголовные дела против тех, кто хотел устроить провокацию во время онлайн-шествия «Бессмертного полка»	file:///news/2021-05-31/407418-skr_vozbudil_ugolovnye_dela_protiv_teh_kto_hotel_ustroit_provokatsiyu_vo_vremya_onlayn_shestviya_bessmertnogo_polka
66	2021-05-31	Президент РФ поздравил пограничников с профессиональным праздником	file:///news/2021-05-28/407270-prezident_rf_pozdravil_pogranichnikov_s_professionalnym_prazdnikom
67	2021-05-28	Астраханские пограничники каждый день прочесывают волжское дно в поисках нелегальных сетей	file:///news/2021-05-28/407259-astrahanskie_pogranichniki_kazhdyy_den_prochesyvayut_volzhskoe_dno_v_poiskah_nelegalnyh_setey
68	2021-05-28	В аэропорту Домодедово приземлился самолет с эвакуированными из сектора Газа россиянами	file:///news/2021-05-27/407186-v_aeroportu_domodedovo_prizemlilsya_samolet_s_evakuirovannymi_iz_sektora_gaza_rossiyanami
69	2021-05-27	На родину вернулись все россияне, которые организованно отдыхали в Турции и Танзании	file:///news/2021-04-30/405846-na_rodinu_vernulis_vse_rossiyane_kotorye_organizovanno_otdyhali_v_turtsii_i_tanzanii
70	2021-04-30	Сборная России по спортивной гимнастике вернулась на родину после триумфа на чемпионате Европы	file:///news/2021-04-26/405585-sbornaya_rossii_po_sportivnoy_gimnastike_vernulas_na_rodinu_posle_triumfa_na_chempionate_evropy
71	2021-04-26	МИД РФ официально уведомил американских дипломатов об изменении правил их передвижения по России	file:///news/2021-04-26/405571-mid_rf_ofitsialno_uvedomil_amerikanskih_diplomatov_ob_izmenenii_pravil_ih_peredvizheniya_po_rossii
72	2021-04-26	Из Турции и Танзании продолжают оперативно вывозить российских туристов	file:///news/2021-04-24/405465-iz_turtsii_i_tanzanii_prodolzhayut_operativno_vyvozit_rossiyskih_turistov
73	2021-04-24	Российских туристов продолжают вывозить из Турции и Танзании	file:///news/2021-04-24/405451-rossiyskih_turistov_prodolzhayut_vyvozit_iz_turtsii_i_tanzanii
74	2021-04-24	Самую большую за все время группу российских детей удалось вывезти на родину из Сирии	file:///news/2021-04-19/405166-samuyu_bolshuyu_za_vse_vremya_gruppu_rossiyskih_detey_udalos_vyvezti_na_rodinu_iz_sirii
75	2021-04-19	Выпуск новостей в 15:00 от 19.04.2021	file:///news/2021-04-19/405130-vypusk_novostey_v_15_00_ot_19_04_2021
76	2021-04-19	Родина встречает российских фигуристов, ставших победителями командного Чемпионата мира в Осаке	file:///news/2021-04-19/405131-rodina_vstrechaet_rossiyskih_figuristov_stavshih_pobeditelyami_komandnogo_chempionata_mira_v_osake
77	2021-04-19	Еще одну группу российских детей удалось вывезти из лагерей беженцев в Сирии и вернуть на родину	file:///news/2021-04-19/405133-esche_odnu_gruppu_rossiyskih_detey_udalos_vyvezti_iz_lagerey_bezhentsev_v_sirii_i_vernut_na_rodinu
78	2021-04-19	На родину из Сирии вернулись 44 российских ребенка	file:///news/2021-04-19/405123-na_rodinu_iz_sirii_vernulis_44_rossiyskih_rebenka
79	2021-04-19	Оказавшиеся во время пандемии в России иностранцы не спешат возвращаться на родину	file:///news/2021-03-19/403447-okazavshiesya_vo_vremya_pandemii_v_rossii_inostrantsy_ne_speshat_vozvraschatsya_na_rodinu
80	2021-03-19	На родину вернулась россиянка Богдана Осипова, которая несколько лет провела в американской тюрьме	file:///news/2021-03-19/403431-na_rodinu_vernulas_rossiyanka_bogdana_osipova_kotoraya_neskolko_let_provela_v_amerikanskoy_tyurme
81	2021-03-19	На родину благодаря усилиям наших дипломатов вернулась россиянка Богдана Осипова	file:///news/2021-03-19/403402-na_rodinu_blagodarya_usiliyam_nashih_diplomatov_vernulas_rossiyanka_bogdana_osipova
82	2021-03-19	Выпуск новостей в 18:00 от 18.03.2021	file:///news/2021-03-18/403360-vypusk_novostey_v_18_00_ot_18_03_2021
83	2021-03-18	Пресс-секретарь президента РФ прокомментировал слова Байдена	file:///news/2021-03-18/403373-press_sekretar_prezidenta_rf_prokommentiroval_slova_baydena
84	2021-03-18	Апелляционный суд США вынес новое решение по делу россиянки Богданы Осиповой	file:///news/2021-03-16/403199-apellyatsionnyy_sud_ssha_vynes_novoe_reshenie_po_delu_rossiyanki_bogdany_osipovoy
85	2021-03-16	Россияне, живущие за границей, едут на родину прививаться от коронавируса	file:///news/2021-03-11/403003-rossiyane_zhivuschie_za_granitsey_edut_na_rodinu_privivatsya_ot_koronavirusa
86	2021-03-11	Россияне, живущие за границей, едут на родину, чтобы сделать прививку от коронавируса	file:///news/2021-03-11/402996-rossiyane_zhivuschie_za_granitsey_edut_na_rodinu_chtoby_sdelat_privivku_ot_koronavirusa
87	2021-03-11	Минобороны РФ открыло на своем сайте раздел «Героини великой Победы»	file:///news/2021-03-07/402772-minoborony_rf_otkrylo_na_svoem_sayte_razdel_geroini_velikoy_pobedy
88	2021-03-07	В канун 8 Марта Минобороны открыло на своем сайте исторический раздел — «Героини великой Победы»	file:///news/2021-03-07/402761-v_kanun_8_marta_minoborony_otkrylo_na_svoem_sayte_istoricheskiy_razdel_geroini_velikoy_pobedy
89	2021-03-07	Работа дипломатов, особенно тех, кто вдали от родины, связана с реальным риском для жизни	file:///news/2021-02-10/401384-rabota_diplomatov_osobenno_teh_kto_vdali_ot_rodiny_svyazana_s_realnym_riskom_dlya_zhizni
90	2021-02-10	В Красноярском крае чествуют ветерана Великой Отечественной войны Ивана Алексеевича Шпагина	file:///news/2021-02-08/401260-v_krasnoyarskom_krae_chestvuyut_veterana_velikoy_otechestvennoy_voyny_ivana_alekseevicha_shpagina
91	2021-02-08	В Брянской области украинские поисковики передали российским коллегам останки павших героев Великой Отечественной	file:///news/2021-02-07/401218-v_bryanskoy_oblasti_ukrainskie_poiskoviki_peredali_rossiyskim_kollegam_ostanki_pavshih_geroev_velikoy_otechestvennoy
92	2021-02-07	В Москве прощаются с народным артистом СССР Василием Лановым	file:///news/2021-02-01/400867-v_moskve_proschayutsya_s_narodnym_artistom_sssr_vasiliem_lanovym
93	2021-02-01	В Москве митрополиту Псковскому и Порховскому Тихону переданы возвращенные на родину иконы	file:///news/2021-01-22/400351-v_moskve_mitropolitu_pskovskomu_i_porhovskomu_tihonu_peredany_vozvraschennye_na_rodinu_ikony
94	2021-01-22	Выпуск программы «Время» в 21:00 от 26.12.2020	file:///news/2020-12-26/399196-vypusk_programmy_vremya_v_21_00_ot_26_12_2020
95	2020-12-26	Еще 19 детей вернулись из Сирии в Россию	file:///news/2020-12-26/399191-esche_19_detey_vernulis_iz_sirii_v_rossiyu
96	2020-12-26	Юбилейную медаль «75 лет Победы в Великой Отечественной» вручили во Франции ветерану войны	file:///news/2020-12-24/399036-yubileynuyu_medal_75_let_pobedy_v_velikoy_otechestvennoy_vruchili_vo_frantsii_veteranu_voyny
97	2020-12-24	Профессиональный праздник отмечают российские летчики Дальней авиации	file:///news/2020-12-23/398972-professionalnyy_prazdnik_otmechayut_rossiyskie_letchiki_dalney_aviatsii
98	2020-12-23	В 100-летие СВР эксклюзивное интервью главы ведомства Сергея Нарышкина	file:///news/2020-12-20/398781-v_100_letie_svr_eksklyuzivnoe_intervyu_glavy_vedomstva_sergeya_naryshkina
99	2020-12-20	Из-за пандемии почти до конца февраля продлила ограничения на въезд иностранцев Венгрия	file:///news/2020-11-27/397486-iz_za_pandemii_pochti_do_kontsa_fevralya_prodlila_ogranicheniya_na_v_ezd_inostrantsev_vengriya
100	2020-11-27	Мир прощается с Диего Марадоной	file:///news/2020-11-26/397459-mir_proschaetsya_s_diego_maradonoy
101	2020-11-26	Футбольные болельщики по всему миру чтут память легендарного Диего Марадоны	file:///news/2020-11-26/397417-futbolnye_bolelschiki_po_vsemu_miru_chtut_pamyat_legendarnogo_diego_maradony
102	2020-11-26	В Нагорный Карабах вернулись уже более 1200 человек	file:///news/2020-11-17/396962-v_nagornyy_karabah_vernulis_uzhe_bolee_1200_chelovek
103	2020-11-17	В Нагорный Карабах вернулась уже третья группа беженцев, которым из-за обострения ситуации пришлось покинуть свои дома	file:///news/2020-11-17/396903-v_nagornyy_karabah_vernulas_uzhe_tretya_gruppa_bezhentsev_kotorym_iz_za_obostreniya_situatsii_prishlos_pokinut_svoi_doma
104	2020-11-17	Владимир Путин и Башар Асад обсудили проблему возвращения сирийских беженцев на родину	file:///news/2020-11-15/396818-vladimir_putin_i_bashar_asad_obsudili_problemu_vozvrascheniya_siriyskih_bezhentsev_na_rodinu
105	2020-11-15	Выпуск новостей в 12:00 от 14.11.2020	file:///news/2020-11-14/396766-vypusk_novostey_v_12_00_ot_14_11_2020
106	2020-11-14	На родину из сирийского лагеря беженцев после долгих переговоров вернули 31 российского ребенка	file:///news/2020-11-14/396772-na_rodinu_iz_siriyskogo_lagerya_bezhentsev_posle_dolgih_peregovorov_vernuli_31_rossiyskogo_rebenka
107	2020-11-14	Из сирийского лагеря беженцев Аль-Холь на родину удалось вывезти 31 ребенка	file:///news/2020-11-14/396762-iz_siriyskogo_lagerya_bezhentsev_al_hol_na_rodinu_udalos_vyvezti_31_rebenka
108	2020-11-14	В Шотландии открыли монумент участникам секретной операции в годы Второй мировой войны	file:///news/2020-11-12/396665-v_shotlandii_otkryli_monument_uchastnikam_sekretnoy_operatsii_v_gody_vtoroy_mirovoy_voyny
109	2020-11-12	Разработчика уникального комплекса «Авангард» Герберта Ефремова в День оружейника наградил Владимир Путин	file:///news/2020-09-19/393571-razrabotchika_unikalnogo_kompleksa_avangard_gerberta_efremova_v_den_oruzheynika_nagradil_vladimir_putin
110	2020-09-19	В Россию на родину из Сирии вернулись еще 15 детей	file:///news/2020-09-09/392955-v_rossiyu_na_rodinu_iz_sirii_vernulis_esche_15_detey
111	2020-09-09	В Пермском крае вынесли приговор 19-летнему фигуранту дела о реабилитации нацизма	file:///news/2020-09-01/392518-v_permskom_krae_vynesli_prigovor_19_letnemu_figurantu_dela_o_reabilitatsii_natsizma
112	2020-09-01	В Перми вынесен приговор за публикацию фото изменника Родины во время акции «Бессмертный полк»	file:///news/2020-09-01/392501-v_permi_vynesen_prigovor_za_publikatsiyu_foto_izmennika_rodiny_vo_vremya_aktsii_bessmertnyy_polk
113	2020-09-01	В Новой Зеландии к пожизненному заключению приговорен австралиец, который устроил бойню в мечетях Крайстчерч	file:///news/2020-08-27/392179-v_novoy_zelandii_k_pozhiznennomu_zaklyucheniyu_prigovoren_avstraliets_kotoryy_ustroil_boynyu_v_mechetyah_kraystcherch
114	2020-08-27	26 российских детей, которых удалось разыскать в Сирии и вывезти в Россию, начали новую жизнь на родине	file:///news/2020-08-24/391983-26_rossiyskih_detey_kotoryh_udalos_razyskat_v_sirii_i_vyvezti_v_rossiyu_nachali_novuyu_zhizn_na_rodine
115	2020-08-24	В России готовят документы для возвращения домой еще более сотни детей из Сирии	file:///news/2020-08-24/391933-v_rossii_gotovyat_dokumenty_dlya_vozvrascheniya_domoy_esche_bolee_sotni_detey_iz_sirii
116	2020-08-24	Российские военные помогают бедуинам вернуться в свои дома в Сирии	file:///news/2020-08-19/391666-rossiyskie_voennye_pomogayut_beduinam_vernutsya_v_svoi_doma_v_sirii
117	2020-08-19	В Подмосковье встретили рейс Минобороны с детьми, родители которых примкнули к боевикам в Сирии	file:///news/2020-08-18/391613-v_podmoskovie_vstretili_reys_minoborony_s_detmi_roditeli_kotoryh_primknuli_k_boevikam_v_sirii
118	2020-08-18	26 российских детей вернулись ночью на родину из Сирии	file:///news/2020-08-18/391589-26_rossiyskih_detey_vernulis_nochyu_na_rodinu_iz_sirii
119	2020-08-18	Специалисты МЧС вернулись из Ливана	file:///news/2020-08-16/391461-spetsialisty_mchs_vernulis_iz_livana
120	2020-08-16	Российские специалисты МЧС, которые помогали ликвидировать последствия взрыва в Ливане, вернулись на родину	file:///news/2020-08-16/391447-rossiyskie_spetsialisty_mchs_kotorye_pomogali_likvidirovat_posledstviya_vzryva_v_livane_vernulis_na_rodinu
121	2020-08-16	Выпуск программы «Время» в 21:00 от 14.08.2020	file:///news/2020-08-14/391415-vypusk_programmy_vremya_v_21_00_ot_14_08_2020
122	2020-08-14	Уроженец африканского континента нашел призвание в далекой России	file:///news/2020-08-10/391110-urozhenets_afrikanskogo_kontinenta_nashel_prizvanie_v_dalekoy_rossii
123	2020-08-10	На российской авиабазе Хмеймим открыли памятник российским медсестрам, погибшим в декабре 2016 года	file:///news/2020-08-04/390715-na_rossiyskoy_aviabaze_hmeymim_otkryli_pamyatnik_rossiyskim_medsestram_pogibshim_v_dekabre_2016_goda
124	2020-08-04	История Михала Сабадаха, сохранившего для поляков памятник Рокоссовскому — советскому маршалу с польскими корнями	file:///news/2020-08-02/390611-istoriya_mihala_sabadaha_sohranivshego_dlya_polyakov_pamyatnik_rokossovskomu_sovetskomu_marshalu_s_polskimi_kornyami
125	2020-08-02	Выпуск новостей в 18:00 от 22.07.2020	file:///news/2020-07-22/389917-vypusk_novostey_v_18_00_ot_22_07_2020
126	2020-07-22	Желающим отдохнуть на родине гражданам России частично вернут расходы на путешествия	file:///news/2020-07-22/389919-zhelayuschim_otdohnut_na_rodine_grazhdanam_rossii_chastichno_vernut_rashody_na_puteshestviya
127	2020-07-22	Почти 200 человек, которые застряли в разных регионах Африки из-за пандемии, вернулись на родину	file:///news/2020-07-20/389767-pochti_200_chelovek_kotorye_zastryali_v_raznyh_regionah_afriki_iz_za_pandemii_vernulis_na_rodinu
128	2020-07-20	Свыше 250 участков организовали за границей для голосования по поправкам в Конституцию РФ	file:///news/2020-07-01/388664-svyshe_250_uchastkov_organizovali_za_granitsey_dlya_golosovaniya_po_popravkam_v_konstitutsiyu_rf
129	2020-07-01	Над монументом «Родина-мать» в Киеве повесили флаг ЛГБТ-сообщества	file:///news/2020-06-22/388183-nad_monumentom_rodina_mat_v_kieve_povesili_flag_lgbt_soobschestva
130	2020-06-22	Владимир Путин возложил цветы к Могиле Неизвестного Солдата и почтил память погибших минутой молчания	file:///news/2020-06-22/388158-vladimir_putin_vozlozhil_tsvety_k_mogile_neizvestnogo_soldata_i_pochtil_pamyat_pogibshih_minutoy_molchaniya
131	2020-06-22	Минобороны опубликовало архивные документы о легендарном параде Победы 1945 года в Москве	file:///news/2020-06-19/388042-minoborony_opublikovalo_arhivnye_dokumenty_o_legendarnom_parade_pobedy_1945_goda_v_moskve
132	2020-06-19	Патриарх Кирилл освятил главный храм Вооруженных сил России, который возвели в подмосковном парке «Патриот»	file:///news/2020-06-14/387647-patriarh_kirill_osvyatil_glavnyy_hram_vooruzhennyh_sil_rossii_kotoryy_vozveli_v_podmoskovnom_parke_patriot
